Date,Australia,China,EUR,India,Israel,Malaysia,Mexico,New Zealand,Norway,Philippines,Poland,Qatar,Russia,Saudi Arabia,Singapore,South Africa,Switzerland,Thailand,U.K.,U.S.
1/4/16,0.520544,0.110659,0.785392,0.0108434,0.184175,0.166688,0.0415305,0.489286,0.0814092,0.0152951,0.183467,0.197988,0.00988175,0.19218,0.506341,0.0463689,0.721685,0.0199291,1.06444,0.720675
1/5/16,0.52263,0.111183,0.778943,0.0108934,0.184539,0.166924,0.0417897,0.489286,0.0812414,0.0153818,0.180887,0.19914,0.00950253,0.193298,0.508786,0.0458339,0.717691,0.020065,1.06331,0.724868
1/6/16,0.516299,0.110623,0.778616,0.0108644,0.183921,0.165885,0.0415589,0.485131,0.0809164,0.0154072,0.18021,0.19913,0.00950253,0.193289,0.50638,0.0458339,0.718581,0.0200136,1.06282,0.724833
1/7/16,0.508623,0.109555,0.785075,0.0107959,0.183483,0.163655,0.0409119,0.479945,0.0809563,0.015386,0.18021,0.198454,0.00950253,0.192633,0.503045,0.0448689,0.722156,0.0199001,1.05221,0.722373
1/8/16,0.510064,0.109636,0.784564,0.0108351,0.184184,0.165283,0.0402921,0.47893,0.081042,0.0153467,0.180759,0.198453,0.00950253,0.192631,0.503849,0.0452007,0.722946,0.0199356,1.0548,0.722368
1/11/16,0.503475,0.109605,0.785813,0.0108061,0.183692,0.164084,0.0402514,0.471286,0.0812039,0.0153496,0.180048,0.198276,0.00950253,0.19246,0.501929,0.0435147,0.724477,0.0198822,1.05141,0.721724
1/12/16,0.505011,0.110013,0.783998,0.0108164,0.183539,0.164285,0.0403928,0.474552,0.0813374,0.0153056,0.180113,0.198767,0.00944482,0.192937,0.502823,0.0435,0.723512,0.0199254,1.04417,0.723512
1/13/16,0.509646,0.110181,0.783781,0.0108417,0.183781,0.164899,0.0405966,0.475153,0.0819962,0.0153122,0.180855,0.19908,0.00948153,0.19324,0.505018,0.0439883,0.719256,0.019981,1.04292,0.72465
1/14/16,0.500386,0.109597,0.786537,0.0107617,0.183077,0.164365,0.0403111,0.467387,0.0818705,0.015215,0.180559,0.198367,0.00943582,0.192549,0.501847,0.0435762,0.720688,0.0198859,1.03861,0.722057
1/15/16,0.502188,0.109728,0.788842,0.0107186,0.183307,0.165113,0.0396896,0.468072,0.0820986,0.0151593,0.178857,0.198566,0.00944008,0.192741,0.50214,0.043384,0.719757,0.0199047,1.03733,0.72278
1/19/16,0.497925,0.110078,0.78712,0.0107197,0.183217,0.165016,0.0398058,0.467144,0.0818136,0.0151676,0.177006,0.198971,0.0092278,0.193135,0.503584,0.0435125,0.719721,0.0199602,1.03583,0.724255
1/20/16,0.496724,0.109943,0.788958,0.010641,0.181609,0.165167,0.0388731,0.460702,0.0816302,0.0151732,0.176958,0.198723,0.00910316,0.192893,0.502815,0.0431314,0.721402,0.0199286,1.02405,0.72335
1/21/16,0.499778,0.110009,0.788426,0.0106346,0.182223,0.1654,0.0391061,0.467497,0.0812536,0.0151478,0.175239,0.198844,0.00865869,0.193011,0.503017,0.0434619,0.719832,0.0199573,1.02192,0.723791
1/22/16,0.507974,0.110198,0.783641,0.0107022,0.182588,0.167179,0.0393453,0.473244,0.0827633,0.015147,0.176709,0.199191,0.00899893,0.193348,0.506077,0.0440872,0.716317,0.0200641,1.03625,0.725056
1/25/16,0.509875,0.110318,0.784954,0.0107299,0.18227,0.169092,0.039158,0.467832,0.0829895,0.015166,0.175543,0.199396,0.00932948,0.193547,0.508442,0.0441068,0.715427,0.0201751,1.03318,0.725801
1/26/16,0.508354,0.110287,0.786396,0.0106509,0.18251,0.169092,0.0392853,0.467832,0.082902,0.015177,0.174963,0.199357,0.00886685,0.193509,0.507311,0.0440451,0.71409,0.0201723,1.03297,0.725658
1/27/16,0.508354,0.110046,0.788343,0.0106509,0.182288,0.169904,0.0392374,0.470631,0.0834157,0.0150884,0.175979,0.198914,0.00916552,0.193079,0.507001,0.0442001,0.712926,0.0202067,1.03597,0.724048
1/28/16,0.509691,0.110006,0.788697,0.0106245,0.182625,0.170809,0.0395491,0.465565,0.0834912,0.0151056,0.176986,0.19873,0.00934988,0.1929,0.505504,0.0443567,0.713459,0.0201739,1.03493,0.723376
1/29/16,0.514308,0.11015,0.79102,0.010672,0.18334,0.174654,0.0398152,0.469541,0.0834017,0.015147,0.177879,0.199005,0.00963622,0.193167,0.507373,0.04506,0.710313,0.0202612,1.03615,0.724377
2/1/16,0.513274,0.110327,0.789942,0.0107249,0.18351,0.172064,0.0391257,0.468783,0.0838939,0.0152204,0.178597,0.199391,0.00950894,0.193542,0.509393,0.0451987,0.710507,0.0203557,1.03584,0.725783
2/2/16,0.51198,0.109954,0.789926,0.0106649,0.182918,0.172064,0.0391257,0.472986,0.082955,0.0151713,0.179367,0.198748,0.00928355,0.192918,0.507679,0.0448613,0.707661,0.0202912,1.04349,0.723442
2/3/16,0.506777,0.109805,0.789821,0.0105954,0.182245,0.170482,0.0391477,0.472101,0.0830185,0.0151355,0.179149,0.198467,0.00911463,0.192645,0.504483,0.0446566,0.710762,0.0201635,1.04744,0.722419
2/4/16,0.513171,0.10879,0.801924,0.0105534,0.18307,0.172501,0.0393433,0.477319,0.0840808,0.0149455,0.181206,0.196599,0.00935929,0.190832,0.505989,0.0451622,0.714905,0.0200887,1.04459,0.71562
2/5/16,0.514166,0.108852,0.80107,0.0105729,0.184165,0.172753,0.0389181,0.481057,0.0837369,0.0149752,0.181409,0.19646,0.00924625,0.190697,0.50563,0.0451291,0.721171,0.0201214,1.03899,0.715113
2/8/16,0.508508,0.10984,0.796185,0.0105755,0.184375,0.171331,0.0383624,0.471411,0.0830355,0.0149754,0.18146,0.197038,0.00933133,0.191258,0.51145,0.0444685,0.720172,0.02018,1.03416,0.717219
2/9/16,0.502277,0.10984,0.802785,0.010482,0.183812,0.171331,0.0380409,0.471411,0.0830139,0.0149754,0.179647,0.196285,0.00908073,0.190527,0.51145,0.0442191,0.728834,0.0201511,1.03049,0.714476
2/10/16,0.502744,0.10984,0.802523,0.0105028,0.184167,0.171331,0.0379028,0.472659,0.0834271,0.0149341,0.18102,0.195854,0.00901631,0.190109,0.51145,0.0450311,0.732091,0.0201581,1.035,0.71291
2/11/16,0.503417,0.10984,0.80568,0.0104394,0.182623,0.172822,0.0370286,0.477217,0.0829871,0.0149362,0.181044,0.195065,0.00897483,0.189343,0.511223,0.0448303,0.731922,0.0201355,1.02395,0.710038
2/12/16,0.505327,0.10984,0.802021,0.010394,0.183237,0.172455,0.0373612,0.475451,0.0828763,0.0149971,0.182046,0.19542,0.00894806,0.189687,0.509474,0.0449597,0.729791,0.0200696,1.03384,0.711327
2/16/16,0.511766,0.10984,0.798656,0.0104668,0.18279,0.172455,0.0380157,0.476862,0.083151,0.0150618,0.181519,0.196499,0.00938103,0.190735,0.510169,0.0454317,0.724458,0.0200684,1.03147,0.715257
2/17/16,0.507753,0.109749,0.797509,0.0104408,0.183347,0.170249,0.0389436,0.4708,0.0831133,0.0150744,0.181622,0.196746,0.00919912,0.190974,0.509537,0.0456508,0.723169,0.0200907,1.02489,0.716154
2/18/16,0.512821,0.109953,0.794425,0.0104641,0.183683,0.172002,0.0395026,0.475766,0.0834174,0.015039,0.181838,0.196904,0.00949847,0.191128,0.510638,0.0465653,0.720695,0.0201499,1.02994,0.716731
2/19/16,0.509292,0.109907,0.795146,0.0104928,0.183228,0.169611,0.0392098,0.474895,0.0833854,0.0150677,0.181277,0.19687,0.00938387,0.191095,0.509098,0.0463331,0.721149,0.0200848,1.02389,0.716606
2/22/16,0.515522,0.110334,0.7931,0.0104928,0.184105,0.171918,0.0395523,0.477327,0.0835463,0.0150907,0.182605,0.19761,0.0093255,0.191813,0.512651,0.046991,0.721537,0.0201345,1.0158,0.7193
2/23/16,0.520377,0.11024,0.791756,0.0104842,0.184194,0.171918,0.0395523,0.482092,0.0837042,0.0151091,0.181404,0.197705,0.00944507,0.191906,0.5130440000000001,0.0476821,0.723336,0.0201345,1.01542,0.719647
2/24/16,0.518134,0.110453,0.792318,0.0105234,0.183737,0.170133,0.0394512,0.478738,0.0826557,0.015151,0.181277,0.198224,0.00944507,0.192409,0.512636,0.0465164,0.725671,0.0201964,1.00171,0.721535
2/25/16,0.516467,0.110166,0.793739,0.0104931,0.184237,0.170896,0.0396199,0.479108,0.0831895,0.0151058,0.181291,0.197751,0.00942252,0.19195,0.513053,0.046307,0.726278,0.0201787,1.00421,0.719814
2/26/16,0.521426,0.110175,0.792653,0.0104715,0.184383,0.170623,0.0399927,0.487216,0.0832227,0.0151058,0.182122,0.197857,0.00959113,0.192054,0.514466,0.0459391,0.726448,0.0201873,1.00554,0.720201
2/29/16,0.516899,0.110567,0.788235,0.0105507,0.185153,0.171572,0.0399927,0.476285,0.0829341,0.0152218,0.181282,0.198887,0.00953826,0.193053,0.513985,0.0450749,0.722575,0.0202701,1.00296,0.723948
3/1/16,0.516017,0.110576,0.786615,0.0106154,0.185424,0.172514,0.040323,0.477815,0.0836202,0.0152103,0.181225,0.19877,0.00977027,0.19294,0.515367,0.0459465,0.724248,0.0203169,1.01091,0.723524
3/2/16,0.523875,0.110576,0.786501,0.0107011,0.186435,0.174071,0.0405735,0.480623,0.0834747,0.0152874,0.181753,0.199034,0.00984012,0.193196,0.516493,0.046072,0.72521,0.0203507,1.01435,0.724485
3/3/16,0.52864,0.110543,0.788547,0.0107359,0.1861,0.174601,0.0404183,0.481982,0.0836702,0.0153062,0.181729,0.198728,0.00979856,0.192899,0.519066,0.0461637,0.725548,0.0203749,1.0167,0.723371
3/4/16,0.530612,0.110431,0.790335,0.0107096,0.185063,0.174486,0.0405379,0.484936,0.0842308,0.0152913,0.182185,0.197926,0.00984419,0.19212,0.520933,0.0460857,0.725822,0.0203437,1.01922,0.720451
3/7/16,0.534586,0.110677,0.789765,0.0106771,0.184317,0.175994,0.0406165,0.489881,0.0843915,0.0153558,0.182475,0.19809,0.00994301,0.19228,0.522537,0.0469543,0.721193,0.0203405,1.02057,0.721049
3/8/16,0.534484,0.110538,0.792882,0.0106771,0.183833,0.175167,0.0401562,0.487535,0.0840942,0.0153558,0.182791,0.19752,0.00994301,0.191726,0.519601,0.0467273,0.723457,0.0202836,1.02231,0.718972
3/9/16,0.534556,0.110466,0.789672,0.0106673,0.184242,0.174018,0.0405384,0.485548,0.0840398,0.0153189,0.182675,0.197706,0.00994301,0.191907,0.518592,0.0466988,0.718572,0.0203527,1.02327,0.71965
3/10/16,0.538233,0.110537,0.781961,0.0107416,0.184534,0.174836,0.0403266,0.477445,0.0841487,0.0153438,0.183173,0.197867,0.0101309,0.192063,0.520854,0.0473736,0.721463,0.0204166,1.02324,0.720237
3/11/16,0.536841,0.110383,0.795081,0.0106867,0.185015,0.174649,0.0405043,0.478913,0.08426,0.0153375,0.184288,0.19696,0.0101973,0.191183,0.521066,0.0472507,0.726525,0.0204005,1.02522,0.716935
3/14/16,0.543676,0.110329,0.796775,0.0106917,0.184783,0.17512,0.0403278,0.483483,0.0846372,0.0153471,0.186272,0.196865,0.0102145,0.19109,0.521915,0.0465429,0.725586,0.0204232,1.02795,0.716589
3/15/16,0.53733,0.110227,0.797062,0.0106724,0.184398,0.174254,0.0400252,0.477706,0.0840785,0.0154279,0.185643,0.197113,0.0101713,0.191331,0.520865,0.0452839,0.726869,0.0204361,1.01597,0.717492
3/16/16,0.535346,0.110146,0.794723,0.0106623,0.184131,0.17369,0.0400593,0.474435,0.0836375,0.0153705,0.185371,0.197334,0.0101132,0.191546,0.520316,0.0461922,0.726873,0.0204952,1.01258,0.718296
3/17/16,0.539212,0.109352,0.803454,0.0106209,0.184358,0.173973,0.0408156,0.480893,0.0847811,0.0151689,0.186747,0.195146,0.0103607,0.189421,0.520312,0.0461922,0.733282,0.0203965,1.02025,0.71033
3/18/16,0.543687,0.109919,0.802125,0.0106768,0.184383,0.175272,0.0411091,0.486509,0.085232,0.0153127,0.188085,0.195376,0.0103968,0.189645,0.52504,0.0465519,0.734828,0.0204053,1.02892,0.711167
3/21/16,0.539735,0.109725,0.80213,0.0107013,0.184611,0.174816,0.0411563,0.481947,0.0849458,0.0153809,0.188085,0.195515,0.0103428,0.18978,0.523368,0.0466787,0.734292,0.0203802,1.02432,0.711676
3/22/16,0.541538,0.109967,0.799964,0.0107225,0.185274,0.176453,0.0411563,0.482533,0.0846791,0.0153462,0.187736,0.196013,0.0105271,0.190264,0.523969,0.0466787,0.735252,0.0204321,1.01979,0.713489
3/23/16,0.544648,0.110105,0.798985,0.0106968,0.186161,0.179616,0.0408067,0.483925,0.0847792,0.0154624,0.188169,0.196492,0.0105739,0.190728,0.525287,0.04687,0.734474,0.0204183,1.01384,0.715231
3/24/16,0.536749,0.11002,0.799105,0.010721,0.186277,0.177906,0.0409338,0.480079,0.0843812,0.0154309,0.187351,0.196821,0.0103932,0.191048,0.523208,0.0462476,0.734197,0.020296,1.01174,0.716429
3/25/16,0.539966,0.109919,0.800262,0.010721,0.186277,0.176989,0.0409338,0.481487,0.0843812,0.0154309,0.187635,0.196779,0.0104666,0.191007,0.520875,0.0462822,0.733138,0.0202802,1.01967,0.716276
3/28/16,0.539966,0.109746,0.800262,0.010721,0.186277,0.177027,0.0409338,0.481487,0.0843812,0.0154309,0.187949,0.196359,0.010545,0.190599,0.520875,0.0462822,0.731721,0.0202157,1.01967,0.714745
3/29/16,0.539966,0.109799,0.800262,0.0107411,0.186854,0.178614,0.0410828,0.481487,0.0843812,0.0153895,0.187949,0.196402,0.0103978,0.190641,0.522056,0.0462822,0.733836,0.0202093,1.01967,0.714903
3/30/16,0.54159,0.109797,0.805063,0.0107052,0.187681,0.179574,0.0412115,0.487915,0.085373,0.0153454,0.189608,0.195312,0.0105156,0.189583,0.524172,0.0476003,0.737867,0.0201592,1.02424,0.710935
3/31/16,0.543505,0.109754,0.808123,0.0107008,0.18848,0.180983,0.0411797,0.490694,0.0858383,0.0153946,0.188831,0.195004,0.0104607,0.189284,0.52536,0.0481815,0.737852,0.020148,1.02235,0.709814
4/1/16,0.542959,0.109779,0.81128,0.0107292,0.187442,0.181917,0.0409406,0.491863,0.0859399,0.015431,0.190804,0.194961,0.0105697,0.189242,0.525205,0.0481016,0.73992,0.0201946,1.01382,0.709657
4/4/16,0.542859,0.109739,0.808816,0.0107292,0.187826,0.183179,0.0407335,0.48991,0.0857164,0.015429,0.190781,0.195257,0.0103492,0.189529,0.526081,0.0484229,0.739733,0.0202126,1.01138,0.710735
4/5/16,0.539975,0.109739,0.807405,0.0107095,0.186824,0.181177,0.0400732,0.484003,0.0849943,0.0154357,0.190242,0.195139,0.0103107,0.189415,0.523902,0.047403,0.741137,0.0200969,1.00899,0.710306
4/6/16,0.537576,0.109807,0.806292,0.0106828,0.186244,0.181724,0.0401198,0.484302,0.0850879,0.0153881,0.189621,0.195403,0.0103802,0.189671,0.524765,0.0467415,0.740826,0.0201669,1.00082,0.711267
4/7/16,0.540873,0.109683,0.806519,0.0106772,0.187013,0.181745,0.0396643,0.483741,0.0853042,0.0153428,0.189692,0.194976,0.0104684,0.189257,0.525481,0.0467888,0.741913,0.0201669,0.999064,0.709714
4/8/16,0.535029,0.109611,0.806839,0.0106696,0.187548,0.180447,0.0400278,0.482058,0.0856668,0.0153942,0.188339,0.195071,0.0105246,0.189349,0.52558,0.047241,0.741188,0.0201899,0.998981,0.710058
4/11/16,0.535466,0.10947,0.806847,0.0106696,0.187304,0.18254,0.0401459,0.481912,0.0860094,0.0153356,0.188465,0.19461,0.0105532,0.188902,0.526091,0.0481393,0.740753,0.0202025,1.00838,0.708382
4/12/16,0.539526,0.109452,0.806352,0.010641,0.187935,0.181802,0.0402674,0.485963,0.0862276,0.0153437,0.188737,0.194389,0.010665,0.188687,0.525883,0.0481249,0.742471,0.0201922,1.01304,0.707575
4/13/16,0.545402,0.109905,0.802965,0.0106988,0.188368,0.183885,0.0406354,0.492809,0.086236,0.0154265,0.188164,0.195251,0.0108067,0.189524,0.528255,0.0483104,0.738251,0.0202567,1.01263,0.710714
4/14/16,0.545292,0.109797,0.801415,0.0106576,0.187976,0.182462,0.0404993,0.487672,0.0865085,0.0154892,0.186578,0.195671,0.0107111,0.189931,0.52267,0.0489764,0.737692,0.0202567,1.00711,0.712242
4/15/16,0.548597,0.109727,0.802797,0.0106576,0.187965,0.182165,0.0404993,0.48976,0.086281,0.0153806,0.18636,0.195452,0.0107721,0.189719,0.52247,0.0487849,0.735042,0.0202567,1.0094,0.711447
4/18/16,0.544672,0.109664,0.803296,0.0106576,0.188313,0.180606,0.0406937,0.490603,0.0860747,0.0154009,0.186926,0.195193,0.0104069,0.189468,0.523662,0.049673,0.735892,0.0202567,1.00849,0.710504
4/19/16,0.552496,0.109609,0.804695,0.0106974,0.188525,0.182113,0.0410485,0.495459,0.0869206,0.0153641,0.187059,0.194896,0.0108065,0.189179,0.526159,0.049673,0.736066,0.0203063,1.01944,0.70942
4/20/16,0.550798,0.109569,0.80632,0.0106974,0.188559,0.182913,0.0409413,0.497227,0.0873246,0.0153714,0.187253,0.194671,0.0107305,0.188961,0.528218,0.0498455,0.737284,0.0203102,1.01869,0.708604
4/21/16,0.554702,0.10964,0.806278,0.010711,0.188646,0.182959,0.040761,0.49456,0.0876244,0.0153917,0.186952,0.195073,0.0109198,0.18935,0.528086,0.0499482,0.730894,0.0202661,1.02079,0.710064
4/22/16,0.552209,0.109575,0.801279,0.0106993,0.18853,0.182253,0.0408024,0.493161,0.0866779,0.0153377,0.185272,0.195447,0.0107434,0.189714,0.527568,0.0495308,0.728323,0.0202969,1.02282,0.711426
4/25/16,0.54755,0.109441,0.801447,0.0106699,0.18853,0.18181,0.0404576,0.488534,0.086423,0.0152757,0.182617,0.19547,0.0106786,0.189737,0.525567,0.0491121,0.729606,0.0202468,1.02842,0.711512
4/26/16,0.54755,0.109385,0.801581,0.0106421,0.188727,0.180386,0.0407452,0.488534,0.0868659,0.0151823,0.182402,0.195105,0.0106865,0.189382,0.524428,0.0491846,0.728316,0.0201894,1.03438,0.710181
4/27/16,0.541264,0.10932,0.802033,0.0106629,0.188316,0.180485,0.0407818,0.488117,0.087165,0.0151476,0.182913,0.194938,0.0108894,0.18922,0.525417,0.0491846,0.729565,0.0201871,1.03655,0.709575
4/28/16,0.538749,0.109144,0.80356,0.0106542,0.188111,0.180619,0.0411029,0.488518,0.0869092,0.0151214,0.182836,0.194364,0.0108654,0.188662,0.52449,0.0491846,0.731552,0.0201568,1.02953,0.707484
4/29/16,0.5401,0.108804,0.804541,0.010607,0.187597,0.180702,0.0410761,0.492828,0.0873078,0.0150846,0.182134,0.193833,0.0108358,0.188147,0.524769,0.0497992,0.733193,0.0201932,1.03109,0.705552
5/2/16,0.534438,0.108264,0.807453,0.0105897,0.18755,0.178652,0.0407804,0.492355,0.0874528,0.0149841,0.183941,0.193011,0.0109206,0.18735,0.522762,0.0483317,0.732903,0.0201033,1.02816,0.702561
5/3/16,0.530547,0.108264,0.810712,0.0105744,0.187019,0.178652,0.0399901,0.493827,0.087089,0.0149101,0.183881,0.192517,0.0106429,0.18687,0.522762,0.0483317,0.739591,0.0201033,1.02816,0.700762
5/4/16,0.528268,0.10842,0.810255,0.0105842,0.186461,0.177106,0.0393698,0.485378,0.0867415,0.0149984,0.183881,0.193479,0.0106429,0.187803,0.52002,0.0476037,0.736292,0.0200605,1.01977,0.704263
5/5/16,0.529427,0.108529,0.807482,0.0106134,0.186697,0.176343,0.0393698,0.486367,0.0862129,0.0149994,0.183471,0.193929,0.0107131,0.188241,0.520462,0.0477284,0.732037,0.0201326,1.02081,0.705903
5/6/16,0.521664,0.108472,0.806201,0.0105961,0.186252,0.175963,0.0393698,0.483707,0.0862129,0.0149459,0.182155,0.193825,0.0106586,0.188139,0.518691,0.0473793,0.728319,0.0201326,1.02336,0.705523
5/9/16,0.521231,0.108662,0.805784,0.0106436,0.187123,0.176762,0.0390613,0.484248,0.0863374,0.0149802,0.182581,0.194269,0.0106807,0.18857,0.518848,0.0467625,0.729384,0.0201326,1.02139,0.707138
5/10/16,0.519132,0.108696,0.805831,0.0106175,0.187215,0.174531,0.0393121,0.477831,0.0861671,0.014994,0.182334,0.194622,0.0106807,0.188913,0.516682,0.0465179,0.727408,0.0201017,1.02176,0.708423
5/11/16,0.520954,0.108623,0.80722,0.0106083,0.187574,0.174505,0.0394059,0.481615,0.0863567,0.0150795,0.182095,0.194376,0.0106808,0.188674,0.516181,0.046799,0.726267,0.0200831,1.02054,0.707529
5/12/16,0.519122,0.108715,0.806037,0.010627,0.187993,0.175769,0.0393371,0.482815,0.0873087,0.015175,0.182354,0.194432,0.0108948,0.188729,0.517614,0.0471847,0.729095,0.0200741,1.02225,0.707733
5/13/16,0.517375,0.108715,0.80427,0.010616,0.187993,0.175973,0.0390353,0.482009,0.0867812,0.0152141,0.182781,0.194707,0.0109152,0.189193,0.515555,0.0467567,0.728849,0.0200264,1.02143,0.708733
5/16/16,0.516426,0.108757,0.803408,0.0106174,0.186116,0.175808,0.039026,0.478824,0.0863263,0.0152013,0.183683,0.19491,0.0109336,0.189193,0.51726,0.0451219,0.726548,0.0200399,1.01817,0.709474
5/17/16,0.521122,0.108772,0.802676,0.010629,0.185752,0.176682,0.0387084,0.482754,0.0863263,0.0152454,0.18417,0.194836,0.010993,0.189121,0.518878,0.04529,0.724712,0.0200515,1.02657,0.709203
5/18/16,0.516915,0.108708,0.800974,0.010613,0.185175,0.175997,0.0386451,0.481976,0.0863263,0.0153098,0.182065,0.195095,0.0109146,0.189372,0.516733,0.0447676,0.721987,0.0199474,1.02843,0.710146
5/19/16,0.511442,0.108701,0.796137,0.0105759,0.184299,0.174271,0.0383375,0.479232,0.0850633,0.0152594,0.181565,0.195337,0.0107388,0.189607,0.515088,0.0448049,0.718645,0.0199128,1.04066,0.711027
5/20/16,0.514927,0.108694,0.798034,0.0105526,0.183757,0.174365,0.0386955,0.481353,0.0854833,0.0151814,0.180732,0.195419,0.0107163,0.189686,0.51549,0.0451971,0.717639,0.0199787,1.03704,0.711324
5/23/16,0.51537,0.108644,0.798104,0.0105664,0.18346,0.174936,0.038583,0.482492,0.0852151,0.0152151,0.180103,0.195505,0.010614,0.189771,0.51643,0.0452172,0.718538,0.0199787,1.02967,0.71164
5/24/16,0.511643,0.108554,0.794609,0.0105087,0.184089,0.172758,0.0385234,0.478701,0.0851164,0.0152057,0.17882,0.195468,0.0106117,0.189735,0.514763,0.0455091,0.717532,0.0199,1.03894,0.711505
5/25/16,0.513345,0.108594,0.793915,0.0105607,0.18477,0.173475,0.0386022,0.480438,0.0854174,0.0152,0.17949,0.195683,0.0108094,0.189943,0.5163,0.0453823,0.718321,0.0199414,1.04436,0.712287
5/26/16,0.513088,0.108419,0.794312,0.0105705,0.185363,0.174217,0.0385345,0.476459,0.0858995,0.0152007,0.180571,0.195395,0.0109075,0.189664,0.516551,0.0456015,0.717698,0.0199696,1.04517,0.711239
5/27/16,0.514075,0.108412,0.794408,0.0106071,0.185,0.17411,0.0385486,0.480287,0.0855863,0.0152432,0.180571,0.195419,0.0107709,0.189687,0.517591,0.0455331,0.718147,0.0199536,1.04238,0.711325
5/31/16,0.516224,0.108254,0.795079,0.010607,0.185148,0.173036,0.0387154,0.479371,0.0853094,0.0152393,0.181061,0.19583,0.0108009,0.190085,0.516686,0.0451492,0.719875,0.0199524,1.042,0.71282
6/1/16,0.518251,0.108183,0.796552,0.010584,0.185015,0.172418,0.0384709,0.484461,0.0855746,0.0152569,0.181159,0.195841,0.0107011,0.190097,0.516791,0.0454655,0.720063,0.0199715,1.0298,0.712862
6/2/16,0.515249,0.108206,0.796326,0.0105834,0.184683,0.170995,0.0382472,0.485355,0.0852958,0.0152452,0.181555,0.195541,0.0106633,0.189805,0.517461,0.0456194,0.721216,0.0199834,1.02715,0.711768
6/3/16,0.516748,0.108296,0.795446,0.0106058,0.184276,0.171843,0.0382831,0.486082,0.0856677,0.0153158,0.181076,0.19592,0.0106674,0.190173,0.518277,0.0459281,0.719045,0.0200486,1.02751,0.713149
6/6/16,0.519154,0.107866,0.803694,0.0105757,0.184851,0.172491,0.038096,0.487934,0.0864795,0.0152316,0.183452,0.194033,0.0107641,0.188843,0.52002,0.047312,0.726321,0.0200272,1.01919,0.708163
6/7/16,0.524972,0.107554,0.802125,0.0105767,0.185134,0.173373,0.0381939,0.487934,0.0869747,0.0152861,0.184564,0.194033,0.0108397,0.188491,0.520426,0.0475331,0.731722,0.0200284,1.03114,0.706843
6/8/16,0.526462,0.107494,0.803607,0.010583,0.1846,0.173854,0.0389155,0.492772,0.0872965,0.0152918,0.185133,0.194033,0.0109197,0.188342,0.521857,0.0476474,0.733722,0.0200517,1.02898,0.706281
6/9/16,0.527948,0.107867,0.802212,0.0106151,0.183887,0.175252,0.0387011,0.503619,0.0867364,0.0153539,0.185498,0.194294,0.0110955,0.188595,0.524535,0.0476474,0.735703,0.0201364,1.02308,0.707231
6/10/16,0.525368,0.107867,0.800912,0.0106074,0.184079,0.174062,0.0382889,0.503475,0.0863755,0.0154305,0.183817,0.194649,0.0109496,0.188939,0.52301,0.0471146,0.735362,0.020093,1.02169,0.708521
6/13/16,0.526339,0.107867,0.800276,0.0105887,0.18333,0.173457,0.0377947,0.500137,0.0858065,0.0153997,0.182374,0.195115,0.0107704,0.189392,0.522451,0.0467053,0.735217,0.0201693,1.00553,0.71022
6/14/16,0.526339,0.107914,0.798292,0.0105905,0.184051,0.173775,0.0374668,0.500879,0.0852378,0.0154114,0.180121,0.195377,0.0107704,0.189646,0.525083,0.0463676,0.736356,0.0202181,1.00731,0.711173
6/15/16,0.524387,0.107922,0.798599,0.0105887,0.183517,0.173404,0.0376913,0.496582,0.0854898,0.0153961,0.180715,0.195365,0.0107885,0.189635,0.524471,0.0466582,0.737763,0.0201259,1.00945,0.71113
6/16/16,0.525229,0.107933,0.794061,0.0105738,0.183579,0.173494,0.037408,0.502346,0.0846566,0.0153173,0.180048,0.195229,0.0107898,0.189502,0.526239,0.046594,0.736026,0.020189,1.00405,0.710633
6/17/16,0.523789,0.107593,0.79777,0.0105538,0.183504,0.17296,0.0376008,0.499687,0.0845905,0.0152937,0.179863,0.194746,0.0108325,0.189034,0.525289,0.046594,0.736419,0.0200906,1.01058,0.708877
6/20/16,0.525229,0.107209,0.799555,0.0104671,0.183218,0.173062,0.0378204,0.500604,0.0854453,0.0152004,0.182206,0.193839,0.0109986,0.188153,0.524707,0.0475833,0.734895,0.0200407,1.03176,0.705573
6/21/16,0.526834,0.107196,0.797618,0.0104478,0.182685,0.173834,0.0378121,0.502159,0.0851079,0.0152057,0.181973,0.193677,0.0109854,0.187995,0.52501,0.0477498,0.7352,0.0200262,1.03992,0.704983
6/22/16,0.526811,0.107256,0.796677,0.0104517,0.183304,0.174954,0.0380999,0.503651,0.0851558,0.0152279,0.181303,0.19398,0.0110817,0.18829,0.525635,0.0480443,0.736811,0.0200297,1.03646,0.706086
6/23/16,0.529808,0.106843,0.801007,0.0104396,0.18397,0.174954,0.0383891,0.504911,0.0861358,0.0151215,0.182239,0.193219,0.0109344,0.187551,0.525844,0.0487813,0.735994,0.0199772,1.04738,0.703316
6/24/16,0.528372,0.108276,0.791521,0.0105165,0.184111,0.173821,0.0379021,0.513638,0.0840252,0.0153324,0.178845,0.196504,0.0109154,0.190739,0.525318,0.0474867,0.732112,0.020202,0.980139,0.715273
6/27/16,0.532389,0.10821,0.790283,0.0105828,0.184249,0.174877,0.0375658,0.507239,0.0840325,0.0153324,0.178469,0.197409,0.0110449,0.191619,0.529411,0.046741,0.735637,0.0203354,0.949231,0.71857
